Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Product_Base_Margin,Customer_Name,Province,Region,Customer_Segment,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Order_ID,Ship_Mode,Ship_Date
3040,17,4220,1140,153193,0.01,18,0.36,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2011-03-18,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,3588,DELIVERY TRUCK,2011-03-18
3040,5,4219,1140,41027,0.08,14,0.44,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2011-03-18,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,3588,REGULAR AIR,2011-03-20
3040,2,4218,1140,37438,0.03,42,0.58,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2011-03-18,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,3588,REGULAR AIR,2011-03-19
3044,10,4227,1140,422577,0.08,36,0.75,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-09-09,NOT SPECIFIED,FURNITURE,BOOKCASES,6720,DELIVERY TRUCK,2010-09-12
3115,3,4323,1140,7638,0.03,13,0.39,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-09-18,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,57537,EXPRESS AIR,2012-09-19
3115,6,4325,1140,1833,0.09,4,0.35,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-09-18,MEDIUM,OFFICE SUPPLIES,PAPER,57537,REGULAR AIR,2012-09-18
3116,2,4327,1140,480536,0.04,13,0.57,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-01-06,CRITICAL,OFFICE SUPPLIES,APPLIANCES,57698,REGULAR AIR,2012-01-08
3116,2,4326,1140,86,0.05,10,0.58,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-01-06,CRITICAL,OFFICE SUPPLIES,APPLIANCES,57698,REGULAR AIR,2012-01-07
3117,16,4328,1140,47592,0.05,36,0.82,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-09-07,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",58241,REGULAR AIR,2010-09-08
3117,6,4328,1140,14671,0.01,36,0.37,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-09-07,CRITICAL,OFFICE SUPPLIES,PAPER,58241,REGULAR AIR,2010-09-08
3099,4,4298,1140,1541458,0.05,34,0.83,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-12-01,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,41632,REGULAR AIR,2010-12-08
3102,4,4302,1140,845614,0.01,5,0.06,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-09-19,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,45863,EXPRESS AIR,2010-09-23
3106,6,4307,1140,8569,0.02,43,0.37,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-10-28,CRITICAL,OFFICE SUPPLIES,PAPER,48896,REGULAR AIR,2009-10-30
3111,2,4315,1140,194487,0.06,49,0.56,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-05-26,HIGH,OFFICE SUPPLIES,APPLIANCES,55460,REGULAR AIR,2012-05-28
3111,3,4316,1140,6182,0.01,12,0.38,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-05-26,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,55460,REGULAR AIR,2012-05-27
3115,8,4324,1140,294863,0.05,29,0.46,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-09-18,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,57537,REGULAR AIR,2012-09-19
3070,8,4264,1140,23632,0.03,3,0.76,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-07-12,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,21925,REGULAR AIR,2012-07-14
3072,13,4266,1140,1061977,0.06,1,0.44,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-11-10,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,22819,REGULAR AIR,2012-11-12
3089,5,4286,1140,867,0.07,50,0.41,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-07-17,MEDIUM,FURNITURE,OFFICE FURNISHINGS,32070,REGULAR AIR,2009-07-17
3091,6,4288,1140,62335,0.03,16,0.38,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-06-04,CRITICAL,OFFICE SUPPLIES,PAPER,34754,REGULAR AIR,2012-06-06
3097,3,4295,1140,17251,0.03,29,0.37,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-01-03,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,40354,REGULAR AIR,2009-01-04
3097,11,4296,1140,698,0.09,4,0.64,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-01-03,HIGH,FURNITURE,TABLES,40354,DELIVERY TRUCK,2009-01-04
3044,3,4226,1140,16462,0.03,31,0.36,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-09-09,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,6720,REGULAR AIR,2010-09-10
3044,12,4228,1140,5389,0.01,8,0.39,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-09-09,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,6720,REGULAR AIR,2010-09-11
3054,1,4243,1140,38381,0.03,32,0.58,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-02-25,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,12803,REGULAR AIR,2010-02-27
3068,11,4262,1140,3169992,0.08,40,0.75,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-11-02,LOW,FURNITURE,TABLES,21314,DELIVERY TRUCK,2009-11-09
3068,7,4261,1140,10796,0.01,30,0.36,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-11-02,LOW,OFFICE SUPPLIES,RUBBER BANDS,21314,REGULAR AIR,2009-11-06
3068,3,4260,1140,5622,0.04,6,0.38,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-11-02,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,21314,REGULAR AIR,2009-11-04
3041,4,4223,1141,3918755,0.01,23,0.58,IONIA MCGRATH,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2010-12-26,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,5957,REGULAR AIR,2010-12-29
3041,10,4222,1141,53638,0.03,3,0.65,IONIA MCGRATH,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2010-12-26,HIGH,FURNITURE,BOOKCASES,5957,DELIVERY TRUCK,2010-12-28
3041,6,4221,1141,6832,0.05,15,0.04,IONIA MCGRATH,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2010-12-26,HIGH,OFFICE SUPPLIES,PAPER,5957,REGULAR AIR,2010-12-27
3042,6,4224,1141,199193,0.02,41,0.35,IONIA MCGRATH,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2012-06-15,MEDIUM,OFFICE SUPPLIES,PAPER,6183,REGULAR AIR,2012-06-16
3071,9,4265,1141,272842,0.06,45,0.38,IONIA MCGRATH,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2012-11-28,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,22432,REGULAR AIR,2012-11-29
3107,13,4308,1141,51965,0.03,16,0.58,IONIA MCGRATH,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2009-07-09,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,49830,EXPRESS AIR,2009-07-11
3043,16,4225,1142,37333,0.01,35,0.59,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,2011-04-23,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",6402,REGULAR AIR,2011-04-28
3056,7,4245,1142,1051931,0,4,0.38,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-08-25,NOT SPECIFIED,OFFICE SUPPLIES,RUBBER BANDS,14117,REGULAR AIR,2010-08-27
3073,14,4267,1142,355028,0.06,1,0.37,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,2009-03-01,MEDIUM,TECHNOLOGY,COPIERS AND FAX,22917,EXPRESS AIR,2009-03-04
3082,6,4277,1142,15244,0.03,22,0.36,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,2012-08-12,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,27078,REGULAR AIR,2012-08-13
3086,13,4282,1142,22082,0.01,23,0.43,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,2011-04-25,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,30626,EXPRESS AIR,2011-04-26
3090,5,4287,1142,86416,0.09,26,0.55,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-01-20,CRITICAL,FURNITURE,OFFICE FURNISHINGS,34661,REGULAR AIR,2010-01-22
3095,13,4293,1142,42836,0.06,48,0.52,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-08-15,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,38176,EXPRESS AIR,2010-08-17
3095,6,4292,1142,23108,0.01,39,0.04,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-08-15,HIGH,OFFICE SUPPLIES,PAPER,38176,EXPRESS AIR,2010-08-16
1020,4,4314,1143,2570944,0.03,25,0.58,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-01-22,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,53891,EXPRESS AIR,2009-01-23
1020,8,4313,1143,458473,0.07,27,0.48,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-01-22,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,53891,REGULAR AIR,2009-01-23
1020,5,4314,1143,403972,0.02,44,0.67,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-01-22,HIGH,FURNITURE,OFFICE FURNISHINGS,53891,EXPRESS AIR,2009-01-23
3093,5,4290,1143,5582,0.01,10,0.47,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-04-29,CRITICAL,FURNITURE,OFFICE FURNISHINGS,36103,REGULAR AIR,2012-05-01
3094,6,4291,1143,213,0.01,39,0.37,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-02-20,HIGH,OFFICE SUPPLIES,PAPER,37157,REGULAR AIR,2010-02-22
3045,5,4229,1143,18132,0.03,7,0.05,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-05-06,MEDIUM,FURNITURE,OFFICE FURNISHINGS,6785,REGULAR AIR,2012-05-08
3059,17,4249,1143,2192128,0.04,43,0.38,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-11-19,HIGH,TECHNOLOGY,OFFICE MACHINES,16134,DELIVERY TRUCK,2012-11-21
3069,15,4263,1143,523283,0.01,40,0.74,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-12-17,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,21702,DELIVERY TRUCK,2010-12-18
3093,4,4290,1143,1335316,0.03,45,0.35,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2012-04-29,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,36103,REGULAR AIR,2012-05-01
3110,2,4311,1144,50649,0.06,19,0.05,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-08-03,MEDIUM,OFFICE SUPPLIES,APPLIANCES,53605,REGULAR AIR,2010-08-05
3110,5,4311,1144,7431,0.07,1,0.73,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-08-03,MEDIUM,FURNITURE,OFFICE FURNISHINGS,53605,REGULAR AIR,2010-08-05
3078,4,4273,1144,18408535,0.01,24,0.58,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-08-16,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,24227,REGULAR AIR,2010-08-18
3083,1,4278,1144,285031,0.09,20,0.59,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2012-08-11,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,29376,REGULAR AIR,2012-08-13
3103,6,4304,1144,27983,0.01,43,0.38,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-04-19,MEDIUM,OFFICE SUPPLIES,PAPER,47078,REGULAR AIR,2010-04-20
3103,6,4304,1144,9857,0.07,20,0.38,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-04-19,MEDIUM,OFFICE SUPPLIES,PAPER,47078,REGULAR AIR,2010-04-20
3103,12,4303,1144,8474,0.06,18,0.36,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-04-19,MEDIUM,OFFICE SUPPLIES,LABELS,47078,REGULAR AIR,2010-04-19
3110,10,4312,1144,836768,0.06,48,0.66,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-08-03,MEDIUM,FURNITURE,BOOKCASES,53605,DELIVERY TRUCK,2010-08-05
3046,4,4230,1144,8351505,0.09,30,0.55,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2009-04-01,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,8295,REGULAR AIR,2009-04-03
3046,4,4231,1144,771834,0.01,7,0.06,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2009-04-01,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,8295,REGULAR AIR,2009-04-02
3051,15,4237,1144,786922,0.01,33,0.55,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-05-14,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,10502,DELIVERY TRUCK,2010-05-15
3051,5,4238,1144,91244,0.04,36,0.05,KAREN SEIO,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-05-14,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,10502,REGULAR AIR,2010-05-16
1047,17,1446,1145,668811,0.08,45,0.38,KEN LONSDALE,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-11-08,HIGH,TECHNOLOGY,OFFICE MACHINES,8834,REGULAR AIR,2010-11-09
2047,8,4299,1146,327739,0.02,43,0.77,PATRICK GARDNER,NEW BRUNSWICK,ATLANTIC,CONSUMER,2009-08-22,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,41825,REGULAR AIR,2009-08-23
3050,3,4236,1146,2841,0.07,12,0.04,PATRICK GARDNER,NEW BRUNSWICK,ATLANTIC,CONSUMER,2011-12-24,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,10243,REGULAR AIR,2011-12-25
3066,4,4258,1146,6295865,0.04,11,0.58,PATRICK GARDNER,NEW BRUNSWICK,ATLANTIC,CONSUMER,2012-03-30,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,20964,REGULAR AIR,2012-04-01
3075,2,4269,1146,1174797,0.05,34,0.57,PATRICK GARDNER,NEW BRUNSWICK,ATLANTIC,CONSUMER,2011-01-09,MEDIUM,OFFICE SUPPLIES,APPLIANCES,23556,EXPRESS AIR,2011-01-10
3104,5,4305,1146,10215,0.03,40,0.43,PATRICK GARDNER,NEW BRUNSWICK,ATLANTIC,CONSUMER,2011-11-21,HIGH,FURNITURE,OFFICE FURNISHINGS,47747,EXPRESS AIR,2011-11-23
3052,17,4240,1147,575094,0.01,47,0.39,QUINCY JONES,NEW BRUNSWICK,ATLANTIC,CORPORATE,2009-08-23,CRITICAL,TECHNOLOGY,OFFICE MACHINES,10886,DELIVERY TRUCK,2009-08-24
3052,5,4239,1147,6542,0.04,36,0.53,QUINCY JONES,NEW BRUNSWICK,ATLANTIC,CORPORATE,2009-08-23,CRITICAL,FURNITURE,OFFICE FURNISHINGS,10886,REGULAR AIR,2009-08-25
3057,6,4246,1147,23135,0.03,46,0.38,QUINCY JONES,NEW BRUNSWICK,ATLANTIC,CORPORATE,2011-07-22,HIGH,OFFICE SUPPLIES,PAPER,14976,REGULAR AIR,2011-07-24
3055,11,4244,1148,2050712,0.05,12,0.72,NONA BALK,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-08-26,HIGH,FURNITURE,TABLES,13767,DELIVERY TRUCK,2010-08-28
3060,6,4250,1148,1091969,0.05,1,0.36,NONA BALK,NEW BRUNSWICK,ATLANTIC,CORPORATE,2011-07-06,MEDIUM,OFFICE SUPPLIES,PAPER,16258,REGULAR AIR,2011-07-07
3060,13,4251,1148,33199,0.03,48,0.47,NONA BALK,NEW BRUNSWICK,ATLANTIC,CORPORATE,2011-07-06,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,16258,REGULAR AIR,2011-07-08
3088,4,4284,1148,13906935,0.03,24,0.59,NONA BALK,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-11-27,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,31718,REGULAR AIR,2010-12-01
3088,4,4285,1148,10172885,0.01,20,0.06,NONA BALK,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-11-27,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,31718,REGULAR AIR,2010-12-04
3101,5,4301,1148,24864,0.08,39,0.43,NONA BALK,NEW BRUNSWICK,ATLANTIC,CORPORATE,2012-07-29,CRITICAL,FURNITURE,OFFICE FURNISHINGS,44423,REGULAR AIR,2012-07-30
3062,4,4253,1149,1383919,0.05,8,0.59,ERIN MULL,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2011-11-16,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,16993,REGULAR AIR,2011-11-16
3077,4,4271,1149,41580725,0.02,32,0.58,ERIN MULL,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2012-04-17,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,24098,REGULAR AIR,2012-04-18
3077,3,4271,1149,19958,0.05,42,0.36,ERIN MULL,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2012-04-17,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,24098,REGULAR AIR,2012-04-18
3077,6,4272,1149,8059,0.05,10,0.36,ERIN MULL,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2012-04-17,CRITICAL,OFFICE SUPPLIES,PAPER,24098,REGULAR AIR,2012-04-19
3080,11,4275,1149,2409424,0.01,12,0.61,ERIN MULL,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2012-02-25,NOT SPECIFIED,FURNITURE,TABLES,25637,DELIVERY TRUCK,2012-02-27
3092,6,4289,1149,7088,0.01,9,0.36,ERIN MULL,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2012-02-23,HIGH,OFFICE SUPPLIES,PAPER,35392,REGULAR AIR,2012-02-23
3098,5,4297,1149,44723,0.03,22,0.49,ERIN MULL,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2010-03-29,HIGH,FURNITURE,OFFICE FURNISHINGS,40832,REGULAR AIR,2010-03-30
916,17,4248,1149,308304,0.06,16,0.36,ERIN MULL,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,2009-09-25,CRITICAL,TECHNOLOGY,OFFICE MACHINES,16133,DELIVERY TRUCK,2009-09-25
3061,5,4252,1150,42664,0.09,37,0.55,JOHN LEE,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-07-17,HIGH,FURNITURE,OFFICE FURNISHINGS,16289,REGULAR AIR,2010-07-19
3063,8,4254,1150,52854,0.06,33,0.42,JOHN LEE,NEW BRUNSWICK,ATLANTIC,CORPORATE,2009-01-17,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,18945,REGULAR AIR,2009-01-19
3065,2,4256,1150,29046,0.01,25,0.58,JOHN LEE,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-12-05,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,20036,REGULAR AIR,2010-12-05
3065,8,4257,1150,12074,0.03,44,0.75,JOHN LEE,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-12-05,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,20036,REGULAR AIR,2010-12-07
3064,2,4255,1151,36217,0.08,33,0.05,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,2009-04-10,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,19975,REGULAR AIR,2009-04-13
3076,1,4270,1151,4877,0.06,16,0.75,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,2012-11-26,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,23777,REGULAR AIR,2012-11-27
3084,17,4279,1151,8906105,0,13,0.39,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,2009-03-21,MEDIUM,TECHNOLOGY,OFFICE MACHINES,29766,REGULAR AIR,2009-03-22
3084,4,4280,1151,6636664,0.08,40,0.56,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,2009-03-21,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,29766,REGULAR AIR,2009-03-21
3087,13,4283,1151,33629,0.08,16,0.59,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-09-21,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,30851,REGULAR AIR,2010-09-25
3100,3,4300,1151,12732,0.01,11,0.38,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,2011-08-17,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,42373,EXPRESS AIR,2011-08-18
3067,3,4259,1152,2017548,0,50,0.38,ERIN MULL,NEW BRUNSWICK,ATLANTIC,CORPORATE,2009-09-16,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,21121,REGULAR AIR,2009-09-17
3112,12,4317,1152,14428,0.01,40,0.37,ERIN MULL,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-02-02,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,55877,EXPRESS AIR,2010-02-04
3112,6,4318,1152,12653,0.03,19,0.04,ERIN MULL,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-02-02,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,55877,REGULAR AIR,2010-02-03
3081,6,4276,1153,36711,0.01,43,0.35,JUSTIN DEGGELLER,NEW BRUNSWICK,ATLANTIC,CORPORATE,2010-06-06,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,26695,REGULAR AIR,2010-06-08
3108,13,4309,1153,65533,0.08,31,0.59,JUSTIN DEGGELLER,NEW BRUNSWICK,ATLANTIC,CORPORATE,2011-10-21,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,52389,REGULAR AIR,2011-10-21
3109,17,4310,1154,95818,0.03,10,0.36,TONY SAYRE,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2009-03-28,LOW,TECHNOLOGY,OFFICE MACHINES,52576,DELIVERY TRUCK,2009-03-28
3113,5,4319,1154,41753,0.02,41,0.57,TONY SAYRE,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2011-08-03,MEDIUM,FURNITURE,OFFICE FURNISHINGS,56647,REGULAR AIR,2011-08-04
3114,3,4321,1154,55488,0.06,34,0.37,TONY SAYRE,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-10-04,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,57475,REGULAR AIR,2010-10-04
3114,3,4321,1154,30965,0.04,48,0.36,TONY SAYRE,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-10-04,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,57475,REGULAR AIR,2010-10-04
3114,3,4320,1154,16707,0.04,32,0.36,TONY SAYRE,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-10-04,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,57475,REGULAR AIR,2010-10-11
3114,6,4322,1154,15237,0.09,24,0.37,TONY SAYRE,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,2010-10-04,LOW,OFFICE SUPPLIES,PAPER,57475,REGULAR AIR,2010-10-06
3118,4,4329,1155,41581235,0.01,37,0.55,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2009-04-16,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,96,REGULAR AIR,2009-04-18
3179,13,4412,1155,1132,0.01,19,0.51,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2010-11-29,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,44359,REGULAR AIR,2010-12-01
3182,6,4416,1155,5486,0.09,12,0.04,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2010-04-26,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,46624,REGULAR AIR,2010-04-28
3182,12,4415,1155,1102,0.07,28,0.39,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2010-04-26,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,46624,REGULAR AIR,2010-04-27
3190,4,4426,1155,21190415,0,12,0.06,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2009-08-24,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,49799,REGULAR AIR,2009-08-25
3190,11,4425,1155,161497,0.05,4,0.74,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2009-08-24,HIGH,FURNITURE,TABLES,49799,DELIVERY TRUCK,2009-08-26
3144,5,4364,1155,42307,0.01,16,0.05,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2012-03-02,LOW,FURNITURE,OFFICE FURNISHINGS,21478,REGULAR AIR,2012-03-04
3145,5,4366,1155,54782,0.08,29,0.47,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2009-03-27,MEDIUM,FURNITURE,OFFICE FURNISHINGS,21633,REGULAR AIR,2009-03-28
3148,5,4371,1155,101116,0.02,7,0.59,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2011-05-31,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,23557,REGULAR AIR,2011-06-01
3158,3,4382,1155,37561,0.01,38,0.39,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,2009-10-04,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,30214,EXPRESS AIR,2009-10-11
